Yorum;Kategori
Mobil þube programý çok yavaþ ayrýca birçok hizmet yok gibi;Yavaþ
Herhangi birþeye baþvurduðumda asla hýzlý sonuç alamýyorum;Yavaþ
Yatýrým hesaplarý ile ilgili yanlýþ bilgi veriliyor, müþteri maðdur oluyor;Kart
Çünkü para çekecek makineleri yok ve Qiwar kodu yabancýlar için çalýþmýyor;Çalýþmýyor - Hata Veriyor
Uygulama her zaman cevap vermiyor, özellikle döviz iþlemleri ve takas;Çalýþmýyor - Hata Veriyor
Allah senden razý olsun ve Allah seni mükafatlandýrsýn;Çalýþmýyor - Hata Veriyor
Neredeyse býr yýldýr bu bankanýn musterýsýyým ve neden hala bana býr teklif sunulmuyor kredý kartýmýn limiti neden arttýramýyorum bu yuzden de ben sizden memnun deýlým hwrsey gunu gününde odenýyor hesaplarýma paralar gýrýp cýkýyor ama sýz bana býr limit artýrýmý cok gordunuz yinede teþekkürler kým olduðumu ogrettýnýz bana;Çalýþmýyor - Hata Veriyor
Kredi kartý baþvurum 1 haftadýr deðerlendiriliyor .;Kart
Mobil uygulamada bazýnillemler kýsa yol tuþlarý ile yapýlmýyor.;Fonksiyon Eksikliði
uygulama yavaþ;Genel Memnuniyetsizlik
Kartlarýmýn limit artýrýmýný istiyorum þubeyede gittim bir esnafa 5000 lira limiti uygun görüyorsunuz daha niye memnun olayým albaraka ile çalýþmayý sonlandýrmayý düþünüyoeum;Çalýþmýyor - Hata Veriyor
Açmak için yavaþ;Genel Memnuniyetsizlik
Çok zor kullanýlýyor, tek bir kartým varken bile hangi karttan iþlem yapmam gerektiðini seçmek zorunda kalýyorum. Ýsimlendirmeler anlaþýlýr deðil fast transfer yapmak istediðimde her seferinde kolay adres menüsünü týklýyorum. Ayrýca tek hesabým varken ödeme yazýlacaðýnda her zaman hesabý tekrar tekrar seçtiriyor. Bir fatura ödeme iþlemi için bile 2 dk zaman gerekiyor;Çalýþmýyor - Hata Veriyor
Uygulama, telefonum güncellenmiþ olmasýna raðmen, açýp kapatýrken hala yavaþ;Yavaþ
Albaraka Kredi kartýmý ödeyemiyorum.Otomatik ödemeye kart üstüne basýnca ekran beyazlýyor ve ödeme yaptýrmýyor.;Fonksiyon Eksikliði
Çok yavaþ þifreyi giriyorum bekliyorum geri yapýyorum çýkýþ için ama ne geri ne çýkýþ yapýyor Fast eft için her zaman iban giriyorum kayýt yapmýyor;Yavaþ
Türkiye çalýþma saatlerinde hesabýmdaki dövizleri bozduramýyorum ben gemide çalýþan bir insan olarak geç saatte internet bulduðum zamanlar para bozdurmam gerekiyor ama sistemsel hata diyerek bozdurulmuyor bu yüzden mobil þubeni çok kötü;Çalýþmýyor - Hata Veriyor
Hizmetiniz güzel ama çek veya senetlerimi mobil þube den göremiyor olmam dan dolayý 5 puan verdim;ATM
Sürekli teknik aksaklýk;Çalýþmýyor - Hata Veriyor
Ara ara çok yavaþ giriþ yapýlýyor;Yavaþ
"Karýþýk olmasý
Daha sade ve kolay kullanýlabilir bir site yapabilirsiniz";Kullanýþsýz
faiz;Genel Memnuniyetsizlik
Çünkü yeterli ATM yok;ATM
Kredi kartý limitimi yükseltmek için baþvurdum ama talebimi dikkate almadýn ret kabul bile etmedin muamelen çok kötü keþke sýfýrdan düþük bir puan olsa;Çalýþmýyor - Hata Veriyor
Çok yavaþ  mobil þubeyi açmak için bazen 2 dak.    Mücadele veriyoruz;Yavaþ
Sýfýr;Genel Memnuniyetsizlik
Kredi kartý ve sigortasýz temassýz kart vermemek Paranýn gelmesi ve transferi uzun sürüyor.;Çalýþmýyor - Hata Veriyor
Hvheudbj;Genel Memnuniyetsizlik
Mobil siteniz statik deðil,  sürekli sorun çýkarýyor;Çalýþmýyor - Hata Veriyor
Personel çok eksik;Fonksiyon Eksikliði
Okuyup herhangi bir aksiyon alacaðýnýzý düþünmediðim için bu puaný verme sebebimi yazmýyorum.;Genel Memnuniyetsizlik
Kart baþvurusu yaptým aylar geçmesine raðmen ilgilenilmedi mobil bankacýlýktan;Kart
Mobil þubeyi geliþtirmenin gerekiyor. Girmiþ olduðum bilgiler doðru olmasýna raðmen sýkýntý çekiyorum. Geliþmenin ve dediþmeniz gerek.;Fonksiyon Eksikliði
Yavaþ Açýlýyor Baðlantý Hýzý Düþük Oyak Yatýrm a olan baðlantý sürekli geç oluyor ve bilgiye çekemiyor Hisse Düþüþ ve Yükseliþlerini Güncel Göstermiyor;Yavaþ
Niye tavsiye edeyim;Genel Memnuniyetsizlik
Ben kaç senedir albaraka ile çalýþýyorum kredi kartý ve promosyon vermediler ve avantajlardan yararlanmadim...;Genel Memnuniyetsizlik
Bana kredi kartý vermiyor;Genel Memnuniyetsizlik
Özellikle ATM ‘ler açýsýndan yaygýnlýk bulunmamakta;Çalýþmýyor - Hata Veriyor
Ýþlemlerin aðýr çalýþmasý;Yavaþ
"1- ??? ???? ??????? ?????? ??? ??? . 
2- ?????? ??? ???? ????? ????? ?????? ????? . 
3- ??? ???? ??????? ????? ?????? ????????? ???? 
      ??????.

4- ???? ???? ????? ?????? ???????? ??????? . 

????? ??? ?????? ?????? ??? ????? ??? ??????? ?????? ???? ?????? ??????? ?????? ??? ?????? ????? .";Çalýþmýyor - Hata Veriyor
Kötü davranýþ kötü çalýþanlar;Genel Memnuniyetsizlik
Sistem çok yavaþ ve iþlem menüsü karmaþýk;Yavaþ
Berbat çok kötü yavaþ çok yavaþ çalýþýyor sürekli hata veriyor;Yavaþ
Yavaþ ve sorunlu bugün döviz bozdurdum mobilden düþmedi sonra tekrar denedim olmadý. Mobili bir süre sonra açýðýmda 200 dolar bozdurmam gerekirken 400 bozmuþ;Yavaþ
Kutsama kartý Asra Ian tarafýndan istendi ve ben almadým;Çalýþmýyor - Hata Veriyor
Çok yavaþ para yatýyorum ATM den 10 dakika sonra mobilde hesabýma düþüyor kredi kartý ödemesi yapýyorum 20 dakika sonra güncel bakiye görünüyor uygulamaya geç giriyor iþlemler gecikmeli oluyor.;Yavaþ
Önceden banka iþlemleri, döviz alýþ, satýþ vb zor yapýyordum, hemen süre doldu yazýyordu, dün iþlemleri kolay yaptým, teþekkürler.;Çalýþmýyor - Hata Veriyor
"Kullanýþsýz bir arayüzü var. Ýþlem yapmak adetâ iðne ile kuyu kazmak gibi. Kendinizi mudi yerine koyun ve farklý iþlemler yapmayý deneyin. Bir müddet sonra vaz geçeceksiniz.
Anketleriniz bir iþe yaramýyor. Takriben iki sene müddetle aksaklýklarý tek tek yazdým. Hiçbir iyileþme olmadý.";Kullanýþsýz
Bankacýlýk iþlemleri çok yavaþ yürüyor gibi;Yavaþ
Sim kart deðiþikliði yapmamýn üzerinden 3 ay geçti. Uygulama gerçekten lazým olduðunda bloklandi. Normalde olmasý gereken 3 ay sonra oluyor.;Kart
Ýlgi sýfýr;Ýlgisizlik
Çok eksiklikler var. Ekstre, arama kelime ile yok,, meblaða göre arama v.b.   kalan bakiye , iki tarih arasý ilerleme yavaþ,;Yavaþ
Hiç bir iþleminiz müþteri odaklý deðil;Fonksiyon Eksikliði
Güncelleme gelse iyi olur;Kullanýþsýz
Hýzlýca iþlem ve kolay iþlem yabýlýyor;Yavaþ
Çok fazla kampanya bulunmuyor.;Genel Memnuniyetsizlik
Mobil tam istedigim gibi deðil ziraat mesala mobil daha iyi;Kullanýþsýz
Mobil þubeye girerken çok yavaþ hesap hareketlerine bakarken çok yavaþ;Yavaþ
Hesap, uyarý yapýlmadan ve hatta müþteriniz olarak bana söylenmeden *sebebini bilmeden* keyfi olarak kapatýlmýþtýr.;Çalýþmýyor - Hata Veriyor
Uygulama aðýr çalýþýyor ve yetersiz;Yavaþ
Ýlgi alaka yok telefondan Müþteri hizmetlerine ulaþýlamýyor;Fonksiyon Eksikliði
"Hiç bir iþleminiz düzgün deðil
Sizde ki hesaplarý kapatmayý düþünüyorum";Çalýþmýyor - Hata Veriyor
Uygumaya girerken can çekiþiyoz uygulamanýz diðer mobil bankacýlýk uygulamalarýnýn yanýnda berbat kalýyor;Kullanýþsýz
Çok karýþýk bir menü var bir kredi kartý ödemek için 10 dakika zaman harçýyorum diðer bankalar gibi sade ve anlaþýlýr olmasý lazým benim zamaným kýymetli;Kullanýþsýz
Çok alternatif göremiyorum sitenizde ve uygulamalarýnýzda. Mesela kýymetli maden transferi bir çok Finans kurumunda var sizde yok. Daha önce 7/24 uygun kur uygulanýyordu þimdi kaldýrýldý…;Fonksiyon Eksikliði
Mobil þube genel olarak iyi fakat çok yavaþ. Menü daha kolay olabilir.;Yavaþ
Normal;Genel Memnuniyetsizlik
müþteri temsilcileri inanýlmaz alakasýz ve iþlerinin arkasýnda durmuyorlar;Çalýþmýyor - Hata Veriyor
Kullanýlan programlar da daha fazla kullaným kolaylýðý olmalý;Kullanýþsýz
Sýk sýk sorun yaþýyoruz.Aplikasyon pratik deðil.insaný yoruyor;Çalýþmýyor - Hata Veriyor
Size gelmemdeki etken döviz ve altýn al sat arasý farklarýn az olmasý idi.Ama sizde ayný oldunuz artýk.Banka deðiþtirmenin zamaný geldi;Kur Marjý
þubedeki ilgi alaka zayýf;Fonksiyon Eksikliði
Albaraka hem mobil hem kendisi çok vasat ilgisiz hiç bir þey sunamayan kimseye deðer vermeyen bir firma malesef faizsiz diye tercih ediyoruz;Ücret Alýnmasý
ATM makinesinden nakit para çekme veya yatýrma hizmetinin olmamasý dýþýnda tüm þubeler müþteriyle ilgilenme konusunda iyi olmadýðý için;Çalýþmýyor - Hata Veriyor
Þubeye para yatýrmak için geliyoruz þubede hiç müþteri yokken giþede ki beyefendiye sýra alalým mi diye sorunca siz sýra alýn diye cevap veriyor biz sýramýzý alýp beklerken gelen müþteriler sorgusuz sualsiz sýra almadan iþlemlerini yaptýrýyor ayni memur niye sira alin demiyor biz sorduðumuz için mi hata ediyoruz ? Sýra matik var ama hiç bir iþlevi yok.;Yavaþ
Telefonuma gelen belirsiz bir mesaj nedeniyle lütfen benimle iletiþime geçin.;Çalýþmýyor - Hata Veriyor
"Sanal kart limit belirleme diðer bankalarda tek iþlem belirleniyor ve pratik 
Sizde 2-3 asama önce iþlem yetkisi sonra limit belirleniyor daha pratik olmalý.
Hisse senedi iþlemleride zor.";Fonksiyon Eksikliði
Diðer bankalarla da çalýþýyorum, sizin programýnýz zor anlaþýlýr ve meþakkatli, siz bankacýlar olarak bunlarý anlayabilirsiniz(þubede memurlarinizin bile zorlandýklarýný zaman zaman görüyorum) ama biz bankacý deðiliz, iþlemlerin tekrarý da hoþ deðil, þuan aklýma gelmeyen daha bazý zorluklar var bunlar yaþanýrken görülüyor.;Yavaþ
Bazen EFT saatinin bitimine yakýn belli bir rakamýn üzerinde EFT iþleminde sorun yaþanýyor;Çalýþmýyor - Hata Veriyor
Bazý iþlemlerin mobilden yapýlamadýðý için;Fonksiyon Eksikliði
Ýþlemlerin yavaþ iþlenmesi var;Genel Memnuniyetsizlik
Þubeyi aradýðým da telefonu açmýyorlar ve ulaþamýyorum;Yavaþ
hayýr;Genel Memnuniyetsizlik
Sisteme tam da çok acil önemli bir zamanda uzun süre giriþ yapamadým.Telefon bankaciligi da nasýl bir alaka ise mobil calisma yüzünden eriþime kapalýydý, maðduriyet yaþadým uzun süre. Sonra girdiðimde sistem çok yavaþ,týklayýp bekliyorsun tekrar týklýyorsun, tam iþini halledecekken sistem tekrar çöküyor, sonra tekrar girmek zorunda kalýyorsun pin kodu diye saçma bir þey çýkýyor karþýna, onu tekrar girmek için çýkýþ yaptýrýyorlar, giriyorsun sistem 30 sene öncesi gibi dönüp duruyor insana iþkence eden bir sistem var o kadar yazýlým mühendisi varken bu kadar aðýr aksak bir sisteminiz olmasý bu bankayý neden kullanýyorum dedirtti.acilen User friendly bir kullanýma geçmelisiniz mobil bankacýlýk týkladýðýnda bile uzun süre giriþ sayfasý kendine gelip acilmiyor çok kötü.;Kullanýþsýz
.;Genel Memnuniyetsizlik
Mobil uygulama çok yavaþ ve düzensiz;Yavaþ
Ýþlem yavaþ ilerliyor;Yavaþ
Uygulama sürekli hata veriyor, bir kaç deneme neticesinde giriþ yapabiliyorum. Bunun yanýnda internet þubesinden gerçekleþtirebileceðim bir çok iþlemi mobilde hala desteklenmiyor.;Çalýþmýyor - Hata Veriyor
Ýnternet bankacýlýðýnýz çok yavaþ;Yavaþ
01.02.2023 bankaya gittim 11000 usd yatirecegim merter de þube de 200 usd ücret istediler böyle bir þey yok çök saçma;Çalýþmýyor - Hata Veriyor
Altýn alým satýmýnda bankanýn uyguladýðý yüksek komisyon;Kur Marjý
Bankacýlýk hizmetleri yetersiz;Fonksiyon Eksikliði
Bazý öðrencilere cevap vermediðim için, ne kabul ne de red için ve bu onu kýzdýrýyor ve ödemede herhangi bir baþarýsýzlýk göstermediðimi bile bile neden Kürtçe bakiyem yükseltilmiyor?;Çalýþmýyor - Hata Veriyor
Yavaþ ve kullanýlabilirliði yetersiz;Yavaþ
Türkiye'de çok yok ve bazý þubelerde süreç çok kötü.;Çalýþmýyor - Hata Veriyor
Mobiliniz insaný kanser ediyor açýlmasý iþlem yapmasý donuyor kasýyor diðer bankalar mobili jet hýzýnda inanýn sýrf mobil yüzünden bu bankadan ayrýlmayý düþünüyorum;Yavaþ
Bir tane atm niz yok PTT den para çekerken ücret almýyordu simdi almaya baslamis;ATM
hayýr;Genel Memnuniyetsizlik
Baþka bir hesaptan kendi hesabýma geçiþ yaparken sürekli karþýlaþtýðým bir hata var, adým ve soyadým arasýndaki boþlukta hata var. El-Baraka þubesini telefonla aradým, el-Bereka þubesine gitmemi söylediler, begendiyseniz el-Baraka þubesine gittim, el-Baraka'yý telefonla aramamý söylediler. Ve güvenimi kaybettim. Ýsmi düzeltmek için çok uðraþtým ama kimse bana yardým etmedi.;Çalýþmýyor - Hata Veriyor
Bankacýlýkta her þeyi zorlaþtýrmak için elinizden ne geliyorsa yapýyorsunuz.;Kart
Yeterli menü yok;Fonksiyon Eksikliði
Geç çalýþýyor;Yavaþ
pek bilmiyorum ciddiyim;Genel Memnuniyetsizlik
Programý açarken birçok kez;Genel Memnuniyetsizlik
Çok yavaþ;Yavaþ
Çok aðýr ve iþlevleri aðýr sadece para göndermeye yarýyor diðer mobillere göre çok kýsýtlý;Yavaþ
Mobilde devamlý problem var biri bitiyor öteki baþlýyor simdide harfler eksik çýkýyor.sildim yeniden yükledim düzelmedi.önceki program bundan daha iyiydi.canlý asistan koymussunuz yazýyorum.cevap veremiyor.bankayý arayýp yardým istemen daha beter.bende kendime baska bankada hesap actým mecburiyetten çoðu islemimi ordan hallediyorum.bu ilk yaþadýðým problem degil malesef;Çalýþmýyor - Hata Veriyor
Mobil uygulamanýz çok yavaþ,geçenlerde kredi kartý baþvurusu yapacaktým baþvuruyu bir türlü tamamlayamadým.;Kullanýþsýz
Çok yavaþ  insaný deli ediyor;Yavaþ
Albaraka uygulamasi cok gec aciliyor Islep yaparken islemin ortasinda uzun sure acikkaldi deyip kapaniyor para havale ederken 1 tane hesabim oldugu halde herseferinde hanki hesaptan gondermek istersiniz diye soruyor bunabenze birsuru sey sayabilirim;Çalýþmýyor - Hata Veriyor
Ýlk sayfada ana sayfada ATM’ye barkotlu giriþ iþlemi yok baþka menüden  bulmakta zorlanýyorum yani ilk sayfadan tek týklamak ATM ye girmek istiyorum;Yavaþ
EFT ücretleri olmamasý;Fonksiyon Eksikliði
Ýlçemizde þubesi yok paramýzý çekmekten zorlanýyoruz;ATM
Hiç bir konada yardýmcý olmuyorsunuz;Fonksiyon Eksikliði
"Make more ATM 
STOP disabling my $€ accounts because I'm not using it!!!!!!!!!!!!!!!";Genel Memnuniyetsizlik
Sistem geç açýlýyor;Yavaþ
Bir kredi kartý bile vermediler bana;Kart
Diðer bankalarýn mobil þubelerine göre Albaraka‘nýn ki çok kullanýþlý gelmiyor bana.;Çalýþmýyor - Hata Veriyor
"Sayfa yönlendirme
Sürekli hata";Çalýþmýyor - Hata Veriyor
"Yavaþ
Birçok iþlemde sayfaya yönlendirme";Yavaþ
Çok aðýr ve donuyor;Yavaþ
Harici deðiþim makinesi;Genel Memnuniyetsizlik
Çalýþmayan hizmet donma problemi çok oluyor;Çalýþmýyor - Hata Veriyor
Hiç bir fayda görmedim;Genel Memnuniyetsizlik
Maaþlarýn bu kadar artmýþ olduðu bir dönemde, diðer bankamatiklerden günlük para çekme limitinin 4000 olmasý çok ayýp. Günlük para çekme limitinin en az 10000 lira olmasý lazým. Maaþýmýz 5000 civarýyken günlük 3000 idi. Þimdi Maaþýmýz en az 13000 oldu, ama bankanýzda günlük en fazlasýný çekebilme sadece 4000 olmuþ.;ATM
Müþteri ile aranýzda dil farklýlýðý var;Genel Memnuniyetsizlik
Atm hiç biyerde bulamiyorum baþka atmlerden iþlem yapilmiyor;ATM
Faiz hassasiyetinde dolayý kerhen 5 veriyorum;Fonksiyon Eksikliði
Çözüm yok klasik bankacýlýkta kalýnmýþ;Genel Memnuniyetsizlik
Çok yavaþ...;Yavaþ
Örneðin bazý bankalarda olduðu gibi direkt MTV vergisini odeyemiyorum.;Fonksiyon Eksikliði
Titizliyinizden;Genel Memnuniyetsizlik
Ýyiydi;Genel Memnuniyetsizlik
Çünkü ne zaman bir iþlemde limitle ilgili bir sorunla karþýlaþsam ve döviz ve altýnýn satýþ fiyatlarý büyük farklarla pahalý oluyor ve geceleri daha pahalý oluyor.Geceleri almak veya satmak zorunda kalabiliriz ama yapamam çünkü alým ve satým arasýndaki büyük fark;Çalýþmýyor - Hata Veriyor
Bir veya iki yer dýþýnda ATM'niz yok;Çalýþmýyor - Hata Veriyor
Mobil hizmet çok yavaþ çalýþýyor;Yavaþ
hayýr;Genel Memnuniyetsizlik
Kredi kartý baþvurmu olumsuz olarak cevaplýyorsunuz sebep olarak baþka bankaþaradaki kart limitlerimi sorun ediyorsunuz sizi ne ilgilendiriyor baþka bankalardaki limitlerim ödemelerimde herhangi bi problem varmý ona bakýn sizin banka dolandýrýcýlarý seviyor borcunu yatýrmayanlarýný seviyor heralde yýllardýr Çek senet kredi kartý kredi ödemesi hiç bi borcumda gecikme olmamýþ bunlara bakýn;Kart
Ýþlem süreci net deðil daha kolaylaþtýrýlabilir.;Kullanýþsýz
Þirinevler þubesi de para yatýrmak için 30 dakika bekledim bankoda çalýþanlar çok yavaþ;Yavaþ
Gerçekten çok yavaþ diðer bankalara göre sistemi çok geç algýlýyor.;Yavaþ
Cok agir isliyo.islemler yapilirken cok sýk hata veriyor.Yapilan butun odemeler ve kradi karti islemlerinde rakamlar eksik miktarlarin tam tutarlari gorunmuyo neden boyle sacma sapan bir yazilim yapildi anlayamadim daha once boyle degildi  butun islemlerde rakamlarin tam gorulmesi daha iyi olacaktir.;Kullanýþsýz
Bazý ödeme hizmetleri mevcut deðildir ve bazý seçeneklere eriþim de zordur.;Kullanýþsýz
FAST ile para transferi mümkün öpmüyor . Þube ile görüþüyoruz ve sorun çözülemiyor;Fonksiyon Eksikliði
Müþteri hizmetleri artýk 10 yýl önceki gibi deðil;Çalýþmýyor - Hata Veriyor
Çok kullanýþsýz;Kullanýþsýz
Al Baraka Bank cep telefonunun Al Baraka programýyla ilgili birçok sorunu var;Çalýþmýyor - Hata Veriyor
Bir dereceye kadar, hizmet makul;Çalýþmýyor - Hata Veriyor
ATM  ???? ???;Çalýþmýyor - Hata Veriyor
Memnuniyet;Genel Memnuniyetsizlik
Arayüzü karýþýk, pratiklik çok az. Mobil þubenizi Kuveyt Türk varken kullanmak dahi istemiyorum ancak mecburen kullanmak durumundayým.;Kullanýþsýz
Uygulamanýn hiç bir amacý yok ne yapsam þubeye gidin diyor;Fonksiyon Eksikliði
Hastalýðým nedeniyle banka ile olan iliþkilerimin kýsa sürmesi;Çalýþmýyor - Hata Veriyor
Ýnternet bankacilik yavaþ;Yavaþ
Mobil þube ara yüz çok iyi deðil;Kullanýþsýz
Sistem çok oldukça yavaþ çalýþýyor;Yavaþ
Allah senden razý olsun Hamd Allah'a mahsustur;Çalýþmýyor - Hata Veriyor
Acm;Genel Memnuniyetsizlik
Albarka mobil e çok yavaþ giriþ yapýyor;Yavaþ
"Mobil þube uygulamanýz çok geriden geliyor hala bazý iþlemler için Web uygulamasýna atýyor.
Güncel yenilikler ve kullaným kolaylýklarý getirilmeli ayrýca  diðer uygulamalarla entegrasyon hizmet çeþitliliðini kaçýrýyorsunuz";Kullanýþsýz
Zayýf tasarým ve üst üste binen menüler;Genel Memnuniyetsizlik
Çok fazla çalýþan deðiþimi oluyor,ve yavaþ iþ yapýyorlar..;Çalýþmýyor - Hata Veriyor
Dolarý dönüþtürme zorluðu;Genel Memnuniyetsizlik
Tüm bankalar iþlem ve beklemede daha hýzlýdýr ve para yatýrýrken çok daha düþük komisyon alýrlar.Miktar yatýrýrken, herhangi bir ek tutarda komisyon alan dünyada hiçbir banka yoktur.;Çalýþmýyor - Hata Veriyor
her þekilde;Genel Memnuniyetsizlik
Öncelikle mobil þubeyi güncellenmesi lazým acilen daha çok kolay yöntemlerle iþlemleri halledilmesi lazým bayaðý geri kaldý mobil þube;Kullanýþsýz
